CreditScore,Geography,Gender,Age,Tenure, Balance ,NumOfProducts,HasCrCard,IsActiveMember, EstimatedSalary ,Engagement score
469,Spain,Male,37,9,"€ 96,776.49",1,1,1,"€ 1,19,890.86",11.11%
477,Germany,Female,58,8,"€ 1,45,984.92",1,1,1,"€ 24,564.70",12.50%
737,Germany,Male,43,8,"€ 96,353.80",1,0,0,"€ 10,209.80",0.00%
835,France,Male,25,7, € -   ,2,1,1,"€ 83,449.65",28.57%
717,Germany,Female,33,0,"€ 1,15,777.23",1,1,1,"€ 81,508.10",100.00%
562,France,Female,51,7,"€ 1,22,822.00",2,0,0,"€ 32,626.21",0.00%
758,Spain,Male,61,2, € -   ,2,1,1,"€ 43,982.41",100.00%
408,France,Male,40,3, € -   ,2,0,0,"€ 1,24,874.23",0.00%
650,Spain,Female,32,4,"€ 79,450.09",1,1,1,"€ 1,18,324.75",25.00%
582,Germany,Male,33,2,"€ 1,22,394.00",1,1,1,"€ 22,113.93",50.00%
706,Spain,Female,43,1, € -   ,2,1,0,"€ 31,962.77",0.00%
567,Germany,Male,41,0,"€ 1,34,378.89",1,1,1,"€ 1,05,746.94",100.00%
720,France,Male,29,2, € -   ,2,1,0,"€ 39,925.52",0.00%
631,Spain,Female,31,2,"€ 88,161.85",2,1,0,"€ 1,27,630.88",0.00%
623,Spain,Male,41,2,"€ 1,42,412.13",1,1,0,"€ 28,778.98",0.00%
514,France,Male,35,3,"€ 1,21,030.90",1,1,0,"€ 10,008.68",0.00%
650,Germany,Female,35,3,"€ 1,65,982.43",2,1,1,"€ 24,482.16",66.67%
673,Spain,Female,35,6, € -   ,2,1,0,"€ 98,618.79",0.00%
504,France,Female,32,8,"€ 2,06,663.75",1,0,0,"€ 16,281.94",0.00%
723,Germany,Male,37,3,"€ 94,661.53",2,1,0,"€ 1,21,239.65",0.00%
645,France,Male,25,0,"€ 1,74,400.36",1,1,0,"€ 42,669.37",0.00%
664,Spain,Male,41,7,"€ 1,23,428.69",1,1,1,"€ 1,64,924.11",14.29%
760,Spain,Male,43,6,"€ 1,75,735.50",1,1,1,"€ 1,57,337.29",16.67%
766,Spain,Male,36,5,"€ 78,381.13",1,0,1,"€ 1,53,831.60",20.00%
634,France,Male,37,5,"€ 1,15,345.86",2,0,0,"€ 1,68,781.80",0.00%
640,Germany,Female,31,10,"€ 1,18,613.34",1,1,0,"€ 1,68,469.65",0.00%
784,Germany,Male,28,2,"€ 1,09,960.06",2,1,1,"€ 1,70,829.87",100.00%
547,Germany,Female,42,1,"€ 1,42,703.40",1,1,0,"€ 86,207.49",0.00%
608,Germany,Female,40,8,"€ 1,21,729.42",1,0,0,"€ 61,164.45",0.00%
547,France,Female,35,4, € -   ,1,1,1,"€ 1,33,287.73",25.00%
612,France,Female,43,4,"€ 1,39,496.35",2,1,1,"€ 77,128.23",50.00%
573,Spain,Male,28,8, € -   ,2,0,0,"€ 77,660.03",0.00%
615,Spain,Male,32,5,"€ 1,38,521.83",1,1,1,"€ 56,897.10",20.00%
710,France,Female,33,2, € -   ,2,1,0,"€ 72,945.32",0.00%
674,Germany,Female,38,10,"€ 83,727.68",1,1,0,"€ 45,418.12",0.00%
702,Spain,Female,38,9, € -   ,2,1,1,"€ 1,58,527.45",22.22%
616,France,Male,37,9, € -   ,1,1,0,"€ 1,11,312.96",0.00%
688,Spain,Male,32,6,"€ 1,24,179.30",1,1,1,"€ 1,38,759.15",16.67%
605,France,Male,36,7,"€ 1,28,829.25",1,1,0,"€ 1,90,588.59",0.00%
676,France,Male,33,6,"€ 1,71,490.78",1,0,0,"€ 79,099.64",0.00%
708,Spain,Male,33,3, € -   ,2,1,0,"€ 1,38,613.21",0.00%
745,Spain,Female,38,7, € -   ,2,1,1,"€ 1,94,230.82",28.57%
661,Spain,Male,20,8, € -   ,1,1,0,"€ 1,10,252.53",0.00%
726,France,Male,31,9, € -   ,2,1,1,"€ 1,06,117.30",22.22%
475,France,Male,40,7,"€ 1,60,818.08",1,0,1,"€ 1,69,642.13",14.29%
751,Germany,Male,54,9,"€ 1,56,367.60",2,0,1,"€ 1,16,179.92",22.22%
645,Germany,Female,59,8,"€ 1,21,669.93",2,0,0,€ 91.75,0.00%
775,France,Male,42,6,"€ 1,33,970.22",2,0,1,"€ 1,87,839.90",33.33%
540,France,Male,41,3, € -   ,2,1,0,"€ 1,21,098.65",0.00%
591,France,Female,34,3,"€ 96,127.27",1,0,0,"€ 30,972.06",0.00%
596,Spain,Male,60,7,"€ 1,21,907.97",1,0,1,"€ 30,314.04",14.29%
573,Spain,Male,41,5, € -   ,2,0,1,"€ 14,479.29",40.00%
577,Spain,Male,31,6, € -   ,1,1,1,"€ 1,96,395.25",16.67%
830,Germany,Female,40,8,"€ 77,701.64",1,0,1,"€ 19,512.38",12.50%
663,France,Male,67,9, € -   ,3,1,1,"€ 72,318.77",33.33%
421,France,Male,34,2, € -   ,2,1,1,"€ 96,615.23",100.00%
718,Spain,Male,34,5,"€ 1,13,922.44",2,1,0,"€ 30,772.22",0.00%
655,Germany,Female,61,2,"€ 1,83,997.70",2,1,1,"€ 1,61,217.18",100.00%
712,France,Male,23,2, € -   ,2,0,1,"€ 66,795.78",100.00%
663,France,Male,28,4, € -   ,2,1,1,"€ 1,23,969.64",50.00%
640,France,Female,47,6,"€ 89,799.46",2,0,1,"€ 13,783.77",33.33%
577,Spain,Male,29,2, € -   ,1,1,1,"€ 1,68,924.41",50.00%
546,Spain,Female,36,7,"€ 85,660.96",1,0,0,"€ 1,34,778.01",0.00%
802,Germany,Male,37,9,"€ 1,15,569.21",1,0,1,"€ 1,19,782.89",11.11%
590,France,Female,45,2,"€ 81,828.22",1,1,0,"€ 52,167.97",0.00%
594,Germany,Male,18,1,"€ 1,32,694.73",1,1,0,"€ 1,67,689.56",0.00%
577,Spain,Male,51,2,"€ 1,08,867.00",1,0,0,"€ 1,40,800.66",0.00%
541,France,Male,39,7, € -   ,2,1,0,"€ 19,823.02",0.00%
781,France,Female,27,5, € -   ,2,0,0,"€ 72,969.90",0.00%
806,Germany,Male,34,2,"€ 96,152.68",2,1,0,"€ 1,43,711.02",0.00%
723,Germany,Female,49,0,"€ 1,53,855.52",1,1,1,"€ 1,80,862.26",100.00%
535,France,Male,45,2, € -   ,2,1,0,"€ 1,25,658.28",0.00%
768,France,Female,36,3,"€ 1,41,334.95",1,0,1,"€ 1,25,870.50",33.33%
653,Germany,Male,41,1,"€ 1,04,584.11",1,1,0,"€ 15,126.32",0.00%
803,Germany,Female,50,8,"€ 98,173.02",1,0,0,"€ 22,457.25",0.00%
545,Spain,Female,44,1, € -   ,2,1,1,"€ 82,614.89",200.00%
581,Germany,Female,38,3,"€ 1,35,157.05",1,1,1,"€ 32,919.42",33.33%
513,Germany,Female,49,5,"€ 1,71,601.27",1,1,0,"€ 1,26,223.84",0.00%
731,France,Male,29,5,"€ 1,79,539.20",1,0,0,"€ 1,12,010.02",0.00%
727,Germany,Male,39,5,"€ 80,615.46",2,0,0,"€ 1,80,962.32",0.00%
560,Spain,Male,47,1, € -   ,1,0,0,"€ 1,28,882.66",0.00%
766,Germany,Male,27,5,"€ 1,26,285.73",1,1,0,"€ 1,77,614.17",0.00%
630,Germany,Female,23,4,"€ 1,37,964.51",1,0,1,"€ 1,74,570.55",25.00%
652,Germany,Male,41,9,"€ 1,59,434.03",1,1,0,"€ 1,78,373.93",0.00%
729,Germany,Male,40,5,"€ 1,13,574.61",2,1,0,"€ 1,03,396.08",0.00%
629,France,Female,33,6, € -   ,2,1,1,"€ 59,129.72",33.33%
667,Germany,Male,33,9,"€ 1,24,573.33",2,0,0,€ 683.37,0.00%
671,Germany,Female,31,6,"€ 1,05,864.60",2,1,0,"€ 1,45,567.34",0.00%
768,Germany,Female,47,5,"€ 1,04,552.61",1,1,0,"€ 48,137.08",0.00%
732,France,Female,35,3, € -   ,2,1,0,"€ 90,876.95",0.00%
546,France,Female,30,5, € -   ,2,0,1,"€ 1,98,543.09",40.00%
630,France,Male,55,2, € -   ,1,1,1,"€ 1,06,202.07",50.00%
765,Germany,Female,46,8,"€ 1,19,492.88",2,0,1,"€ 1,66,896.01",25.00%
704,France,Female,33,0,"€ 1,30,499.09",2,1,1,"€ 74,804.36",200.00%
470,Spain,Female,48,6,"€ 1,40,576.11",1,1,1,"€ 1,16,971.05",16.67%
688,Germany,Female,34,9,"€ 91,025.58",2,0,1,"€ 1,63,783.00",22.22%
685,France,Female,33,1, € -   ,3,0,1,"€ 70,221.13",300.00%
567,France,Female,38,1,"€ 1,25,877.65",2,1,1,"€ 1,07,841.77",200.00%
720,Spain,Male,64,3,"€ 45,752.78",2,1,0,"€ 79,623.28",0.00%
609,France,Male,39,3,"€ 1,21,778.71",1,1,1,"€ 1,38,399.67",33.33%
521,Germany,Female,49,2,"€ 1,27,948.57",1,1,1,"€ 1,82,765.14",50.00%
556,France,Female,30,7, € -   ,2,1,1,"€ 1,86,648.19",28.57%
662,Germany,Male,30,5,"€ 1,15,286.68",2,1,1,"€ 1,49,587.92",40.00%
704,Germany,Male,41,9,"€ 62,078.21",2,1,0,"€ 1,29,050.67",0.00%
750,France,Female,38,1, € -   ,2,1,0,"€ 47,764.99",0.00%
619,Spain,Female,32,4,"€ 1,75,406.13",2,1,1,"€ 1,72,792.43",50.00%
468,Spain,Male,26,1,"€ 1,31,643.25",1,1,0,"€ 64,436.16",0.00%
435,Germany,Male,44,3,"€ 1,51,739.65",1,1,0,"€ 1,67,461.50",0.00%
529,France,Male,43,6,"€ 93,616.35",2,0,0,"€ 98,348.66",0.00%
702,Germany,Female,60,5,"€ 1,38,597.54",2,1,1,"€ 41,536.59",40.00%
608,France,Female,41,5, € -   ,2,1,1,"€ 72,462.25",40.00%
576,France,Male,40,9, € -   ,2,1,0,"€ 1,12,465.19",0.00%
666,France,Female,27,1,"€ 85,225.21",1,0,1,"€ 64,511.44",100.00%
730,France,Female,36,8,"€ 1,48,749.29",2,1,0,"€ 91,830.75",0.00%
647,Germany,Male,52,7,"€ 1,30,013.12",1,1,1,"€ 1,90,806.36",14.29%
516,Spain,Female,27,1, € -   ,1,0,1,"€ 1,12,311.15",100.00%
711,France,Female,81,6, € -   ,2,1,1,"€ 72,276.24",33.33%
736,France,Male,54,7,"€ 1,11,729.47",2,0,1,"€ 84,920.49",28.57%
768,France,Female,36,5,"€ 1,80,169.44",2,1,0,"€ 17,348.56",0.00%
427,Spain,Male,40,8, € -   ,2,1,1,"€ 82,870.75",25.00%
686,Spain,Female,47,6, € -   ,1,1,0,"€ 32,080.69",0.00%
690,France,Female,42,5, € -   ,2,0,1,"€ 1,20,512.08",40.00%
647,Spain,Female,29,2, € -   ,2,1,0,"€ 1,79,032.68",0.00%
714,France,Male,35,3, € -   ,2,1,1,"€ 95,623.28",66.67%
736,Germany,Female,36,8,"€ 1,03,914.17",1,1,1,"€ 1,10,035.88",12.50%
608,France,Female,34,4,"€ 88,772.87",1,1,1,"€ 1,68,822.01",25.00%
809,France,Female,39,5, € -   ,1,1,0,"€ 77,705.75",0.00%
745,France,Female,40,6,"€ 1,31,184.67",1,1,1,"€ 49,815.62",16.67%
781,France,Male,38,2,"€ 1,17,810.79",1,0,1,"€ 65,632.33",50.00%
527,France,Male,31,4, € -   ,1,1,0,"€ 1,69,361.89",0.00%
595,Germany,Female,32,0,"€ 92,466.21",1,1,0,"€ 4,721.30",0.00%
850,Germany,Female,38,2,"€ 1,02,741.15",2,0,1,"€ 23,974.85",100.00%
569,France,Male,37,9,"€ 1,78,755.84",1,1,0,"€ 1,99,929.17",0.00%
728,France,Male,43,7, € -   ,2,1,0,"€ 40,023.70",0.00%
473,Germany,Female,32,5,"€ 1,46,602.25",2,1,1,"€ 72,946.95",40.00%
738,France,Male,29,2, € -   ,2,1,1,"€ 1,70,421.13",100.00%
659,France,Male,35,6, € -   ,2,1,1,"€ 58,879.11",33.33%
597,Spain,Male,38,6,"€ 1,15,702.67",2,1,1,"€ 25,059.05",33.33%
445,Germany,Female,61,2,"€ 1,37,655.31",1,0,1,"€ 29,909.84",50.00%
671,France,Female,29,3, € -   ,2,1,0,"€ 1,58,043.11",0.00%
656,Spain,Female,34,6,"€ 59,877.33",1,1,0,"€ 14,032.62",0.00%
658,France,Male,31,5,"€ 1,00,082.14",1,0,1,"€ 49,809.88",20.00%
698,Germany,Male,52,10,"€ 1,07,304.39",3,1,0,"€ 28,806.32",0.00%
655,Spain,Male,38,9, € -   ,1,0,1,"€ 90,490.33",11.11%
772,Spain,Male,41,10,"€ 96,032.22",1,1,1,"€ 75,825.57",10.00%
681,Spain,Male,33,10, € -   ,1,0,0,"€ 1,58,336.36",0.00%
688,Germany,Male,29,9,"€ 1,44,553.50",2,1,0,"€ 1,43,454.95",0.00%
633,Germany,Male,40,5,"€ 86,172.81",2,1,1,"€ 1,17,279.49",40.00%
735,France,Male,73,9, € -   ,1,1,1,"€ 1,14,283.33",11.11%
521,Germany,Female,29,2,"€ 87,212.80",1,1,1,€ 994.86,50.00%
541,France,Male,36,5, € -   ,2,1,0,"€ 1,24,795.84",0.00%
612,Germany,Female,36,2,"€ 1,30,700.92",2,0,0,"€ 77,592.80",0.00%
562,France,Male,62,3, € -   ,2,1,0,"€ 1,05,986.01",0.00%
703,France,Female,32,6, € -   ,2,0,0,"€ 33,606.52",0.00%
710,Spain,Male,23,6, € -   ,2,1,1,"€ 1,34,188.11",33.33%
731,Spain,Female,40,5,"€ 1,71,325.98",1,1,1,"€ 1,59,718.27",20.00%
703,Spain,Male,58,4,"€ 92,930.92",1,0,1,"€ 85,148.78",25.00%
618,France,Female,40,0, € -   ,1,1,0,"€ 1,19,059.13",0.00%
689,France,Female,29,1,"€ 77,556.79",2,1,1,"€ 1,22,998.26",200.00%
718,France,Male,33,7,"€ 1,02,874.28",1,0,0,"€ 1,17,841.06",0.00%
608,France,Male,37,5,"€ 1,46,093.39",2,0,0,"€ 1,60,593.41",0.00%
749,Spain,Male,34,2, € -   ,1,0,0,"€ 1,74,189.04",0.00%
753,Spain,Male,51,4,"€ 79,811.72",2,0,1,"€ 68,260.27",50.00%
630,Spain,Male,39,10,"€ 1,05,473.74",1,0,0,"€ 58,854.88",0.00%
693,Germany,Female,43,1,"€ 1,21,927.92",1,1,0,"€ 87,994.95",0.00%
838,Spain,Female,40,6,"€ 61,671.19",1,0,1,"€ 1,50,659.35",16.67%
756,Germany,Female,39,5,"€ 1,49,363.12",2,1,1,"€ 1,09,098.39",40.00%
775,France,Female,27,4,"€ 1,52,309.37",1,1,0,"€ 1,04,112.00",0.00%
635,France,Female,33,5, € -   ,2,1,0,"€ 1,22,949.71",0.00%
705,Spain,Male,36,1,"€ 1,11,629.29",1,1,1,"€ 21,807.16",100.00%
481,France,Male,40,3, € -   ,1,1,1,"€ 32,319.93",33.33%
727,Spain,Female,49,7,"€ 96,296.78",1,1,0,"€ 1,90,457.87",0.00%
595,France,Male,20,4,"€ 95,830.43",1,1,0,"€ 1,77,738.98",0.00%
535,France,Female,38,0,"€ 1,35,919.33",1,1,0,"€ 80,425.65",0.00%
578,France,Male,59,10,"€ 1,85,966.64",1,0,0,"€ 9,445.42",0.00%
597,France,Female,29,5, € -   ,2,1,1,"€ 1,74,825.57",40.00%
449,France,Female,21,7, € -   ,2,0,0,"€ 1,75,743.92",0.00%
850,Germany,Female,43,8,"€ 92,244.83",2,1,0,"€ 54,949.73",0.00%
494,France,Female,35,9,"€ 1,12,727.06",2,1,0,"€ 1,83,752.91",0.00%
676,France,Female,34,8,"€ 1,00,359.54",1,0,0,"€ 46,038.28",0.00%
818,Germany,Male,43,10,"€ 1,05,301.50",1,1,1,"€ 78,941.59",10.00%
712,Spain,Male,45,6,"€ 1,12,994.65",1,0,0,"€ 1,98,398.68",0.00%
672,Germany,Male,40,4,"€ 89,025.88",2,1,0,"€ 1,88,892.19",0.00%
636,France,Male,35,9,"€ 95,478.17",1,0,0,"€ 1,69,286.74",0.00%
698,France,Male,37,8, € -   ,2,0,0,"€ 1,45,004.39",0.00%
597,Germany,Female,43,7,"€ 1,19,127.46",2,1,0,"€ 55,809.92",0.00%
717,France,Male,28,4,"€ 1,28,206.79",1,1,1,"€ 54,272.12",25.00%
614,France,Male,49,1, € -   ,2,1,0,"€ 1,92,440.54",0.00%
708,Germany,Female,23,4,"€ 71,433.08",1,1,0,"€ 1,03,697.57",0.00%
507,Germany,Male,36,9,"€ 1,18,214.32",3,1,0,"€ 1,19,110.03",0.00%
581,France,Female,27,5,"€ 1,02,258.11",2,1,0,"€ 1,94,681.60",0.00%
579,Spain,Female,39,2,"€ 1,51,963.26",2,1,0,"€ 1,58,948.63",0.00%
504,Spain,Female,46,2,"€ 1,63,764.84",1,1,1,"€ 1,65,122.55",50.00%
737,France,Female,32,7,"€ 1,28,551.36",2,0,1,"€ 1,89,402.71",28.57%
540,Spain,Female,31,10,"€ 1,18,158.74",1,1,1,"€ 1,58,027.57",10.00%
609,France,Male,32,7,"€ 1,18,520.41",1,0,0,"€ 3,815.48",0.00%
778,France,Male,24,4, € -   ,2,1,1,"€ 1,62,809.20",50.00%
621,France,Male,40,10,"€ 1,63,823.37",1,0,0,"€ 89,519.47",0.00%
665,Germany,Male,63,7,"€ 1,04,469.58",1,1,1,"€ 25,165.36",14.29%
608,France,Female,47,6, € -   ,1,1,1,"€ 1,26,012.57",16.67%
680,Spain,Male,36,7, € -   ,2,1,0,"€ 20,109.21",0.00%
663,Germany,Female,46,2,"€ 1,41,726.88",1,1,1,"€ 58,257.23",50.00%
627,Germany,Female,35,2,"€ 1,37,852.96",1,1,1,"€ 1,72,269.21",50.00%
607,France,Male,26,1, € -   ,1,1,0,"€ 29,818.20",0.00%
681,France,Female,43,8,"€ 1,54,100.30",1,0,0,"€ 1,14,659.81",0.00%
766,France,Female,45,6, € -   ,2,0,0,"€ 1,47,184.74",0.00%
694,France,Male,30,2, € -   ,3,0,1,"€ 15,039.41",150.00%
411,France,Female,54,9, € -   ,1,0,1,"€ 76,621.49",11.11%
742,France,Male,39,8,"€ 1,40,004.96",1,1,1,"€ 92,985.78",12.50%
673,Spain,Male,43,8,"€ 1,27,132.96",1,0,1,"€ 6,009.27",12.50%
529,France,Male,61,1, € -   ,2,1,1,"€ 1,91,370.97",200.00%
519,France,Female,38,7,"€ 1,25,328.56",1,1,0,"€ 1,88,225.67",0.00%
573,France,Male,35,9, € -   ,2,1,0,"€ 11,743.89",0.00%
453,Germany,Female,28,3,"€ 1,39,986.65",1,1,0,"€ 1,36,846.75",0.00%
798,Germany,Female,39,6,"€ 1,19,787.76",1,1,1,"€ 1,64,248.33",16.67%
693,Spain,Female,34,10,"€ 1,07,556.06",2,0,0,"€ 1,54,631.35",0.00%
637,France,Female,44,2, € -   ,2,1,0,"€ 1,49,665.65",0.00%
672,France,Male,47,1, € -   ,1,0,0,"€ 91,574.92",0.00%
597,France,Female,28,0,"€ 1,42,705.95",1,1,0,"€ 1,27,233.39",0.00%
543,France,Male,42,7, € -   ,1,1,1,"€ 56,650.47",14.29%
695,Spain,Female,56,4, € -   ,2,1,0,"€ 84,644.76",0.00%
584,France,Male,35,6,"€ 1,61,613.94",2,1,1,"€ 1,48,238.16",33.33%
652,Germany,Female,58,3,"€ 1,16,353.20",2,0,1,"€ 1,93,502.90",66.67%
601,France,Male,38,4,"€ 60,013.81",1,1,1,"€ 38,020.05",25.00%
628,Spain,Male,28,4, € -   ,2,1,1,"€ 1,76,750.81",50.00%
607,Germany,Male,32,9,"€ 1,44,272.07",2,1,0,"€ 1,76,580.63",0.00%
646,France,Female,46,8, € -   ,2,1,0,"€ 1,33,059.15",0.00%
572,France,Male,30,6,"€ 1,17,696.67",1,1,0,"€ 1,00,843.82",0.00%
801,Spain,Male,58,1,"€ 79,954.61",2,1,1,"€ 30,484.19",200.00%
597,France,Female,26,8,"€ 1,49,989.39",1,1,0,"€ 42,330.58",0.00%
613,France,Male,40,7,"€ 1,24,339.90",1,0,0,"€ 1,93,309.58",0.00%
529,Germany,Male,29,4,"€ 1,35,759.40",1,0,0,"€ 1,12,813.79",0.00%
794,Spain,Female,37,9, € -   ,2,1,0,"€ 68,008.85",0.00%
557,France,Male,34,3,"€ 83,074.00",1,1,0,"€ 1,32,673.22",0.00%
499,France,Female,28,4,"€ 1,41,792.61",1,1,1,"€ 22,001.91",25.00%
544,France,Female,26,6, € -   ,1,1,0,"€ 1,00,200.40",0.00%
739,France,Female,30,6, € -   ,1,0,0,"€ 1,22,604.44",0.00%
458,Germany,Female,43,1,"€ 1,06,870.12",2,1,0,"€ 1,00,564.37",0.00%
528,France,Male,31,9,"€ 1,20,962.59",1,1,0,"€ 5,419.31",0.00%
773,Spain,Male,51,4, € -   ,2,0,0,"€ 1,23,587.83",0.00%
646,France,Female,30,5, € -   ,2,1,0,"€ 13,935.32",0.00%
564,France,Male,31,0,"€ 1,10,527.17",1,1,1,"€ 87,060.77",100.00%
624,Germany,Female,52,0,"€ 1,33,723.43",1,0,0,"€ 4,859.59",0.00%
682,France,Female,52,5,"€ 1,12,670.48",1,1,0,"€ 21,085.17",0.00%
726,France,Female,44,2, € -   ,2,1,1,"€ 26,733.86",100.00%
560,France,Male,24,1,"€ 1,16,084.32",1,1,0,"€ 89,734.70",0.00%
382,Spain,Male,36,0, € -   ,1,1,1,"€ 1,79,540.73",100.00%
457,Spain,Female,38,6, € -   ,2,1,0,"€ 1,73,219.09",0.00%
673,France,Female,37,10, € -   ,2,1,1,"€ 37,411.35",20.00%
584,France,Female,40,4,"€ 82,441.75",1,0,0,"€ 80,852.11",0.00%
629,France,Female,39,10, € -   ,2,1,1,"€ 43,174.49",20.00%
584,Germany,Female,37,10,"€ 1,34,171.80",4,1,1,"€ 70,927.11",40.00%
724,France,Male,30,10, € -   ,2,1,1,"€ 54,265.55",20.00%
644,France,Male,31,5, € -   ,2,1,1,"€ 41,872.17",40.00%
676,Germany,Female,48,2,"€ 1,24,442.38",1,1,0,"€ 15,068.53",0.00%
499,France,Male,31,4, € -   ,1,1,0,"€ 25,950.49",0.00%
598,France,Male,60,4, € -   ,1,1,0,"€ 1,97,727.14",0.00%
655,Germany,Female,37,4,"€ 1,08,862.76",1,1,0,"€ 79,555.08",0.00%
559,France,Male,28,3,"€ 1,41,099.43",1,1,1,"€ 15,607.27",33.33%
543,France,Female,67,0,"€ 1,28,843.67",1,1,1,"€ 1,34,612.48",100.00%
679,France,Male,39,0,"€ 86,843.61",1,0,1,"€ 1,59,830.58",100.00%
594,Germany,Female,32,4,"€ 1,20,074.97",2,1,1,"€ 1,62,961.79",50.00%
586,France,Male,27,5,"€ 1,30,231.80",2,1,1,"€ 1,92,427.16",40.00%
776,France,Female,31,5, € -   ,2,1,0,"€ 92,647.94",0.00%
699,France,Male,39,2,"€ 1,09,724.38",1,1,1,"€ 1,80,022.39",50.00%
847,Germany,Female,35,5,"€ 1,11,743.43",1,1,1,"€ 1,83,584.14",20.00%
582,Germany,Male,35,8,"€ 1,21,309.17",2,1,1,"€ 28,750.67",25.00%
648,France,Male,38,10,"€ 82,697.28",1,1,0,"€ 74,846.67",0.00%
618,France,Female,49,9,"€ 44,301.43",3,1,1,"€ 89,729.30",33.33%
543,France,Female,31,4,"€ 1,38,317.94",1,0,0,"€ 61,843.73",0.00%
642,Germany,Male,49,4,"€ 1,20,688.61",1,1,0,"€ 24,770.22",0.00%
462,France,Male,27,4,"€ 1,76,913.52",1,1,0,"€ 80,587.27",0.00%
640,Spain,Male,47,6,"€ 89,047.14",1,1,0,"€ 1,16,286.25",0.00%
740,Germany,Male,40,4,"€ 1,14,318.78",2,1,0,"€ 1,29,333.69",0.00%
773,France,Female,50,4, € -   ,2,1,0,"€ 1,29,372.94",0.00%
583,Germany,Female,32,7,"€ 94,753.55",2,1,1,"€ 18,149.03",28.57%
589,Spain,Female,46,10, € -   ,2,0,1,"€ 1,68,369.37",20.00%
509,France,Male,35,8, € -   ,2,0,1,"€ 67,431.28",25.00%
612,Germany,Male,32,9,"€ 1,06,520.73",2,1,0,"€ 1,77,092.16",0.00%
505,Spain,Male,37,0,"€ 1,34,006.39",1,1,1,"€ 93,736.69",100.00%
546,Germany,Female,25,3,"€ 1,32,837.70",1,1,0,"€ 1,31,647.31",0.00%
681,France,Female,41,0,"€ 1,20,549.29",2,1,0,"€ 1,75,722.31",0.00%
762,France,Male,20,1,"€ 1,39,432.55",1,1,1,"€ 85,606.83",100.00%
786,Spain,Male,29,7,"€ 80,895.44",2,1,0,"€ 64,945.57",0.00%
629,Spain,Male,34,6, € -   ,2,1,0,"€ 1,90,347.72",0.00%
787,Spain,Female,39,7,"€ 1,71,646.76",1,0,1,"€ 1,00,791.36",14.29%
713,Spain,Male,42,0,"€ 1,09,121.71",1,0,1,"€ 1,67,873.49",100.00%
541,France,Female,39,6,"€ 1,09,844.81",1,1,0,"€ 25,289.23",0.00%
451,France,Female,31,7,"€ 1,40,931.82",1,0,1,"€ 20,388.77",14.29%
644,Spain,Male,49,10, € -   ,2,1,1,"€ 1,45,089.64",20.00%
686,France,Male,32,6, € -   ,2,1,1,"€ 1,79,093.26",33.33%
847,Germany,Female,41,3,"€ 1,01,543.51",4,1,0,"€ 16,025.17",0.00%
765,Germany,Male,37,7,"€ 1,02,708.77",1,1,0,"€ 9,087.81",0.00%
678,Germany,Female,37,8,"€ 1,49,000.91",2,1,1,"€ 21,472.42",25.00%
539,France,Male,20,0,"€ 83,459.86",1,1,1,"€ 1,46,752.67",100.00%
800,France,Female,40,3,"€ 75,893.11",2,1,0,"€ 1,32,562.23",0.00%
799,Germany,Female,39,7,"€ 1,67,395.60",2,0,1,"€ 1,39,537.43",28.57%
629,France,Female,61,6, € -   ,2,1,1,"€ 1,33,672.61",33.33%
734,Germany,Female,52,6,"€ 71,283.09",2,0,1,"€ 38,984.37",33.33%
542,France,Female,31,3, € -   ,2,1,1,"€ 1,15,217.59",66.67%
414,Spain,Male,60,3, € -   ,2,1,1,"€ 93,844.82",66.67%
675,France,Female,38,1,"€ 1,04,016.88",1,0,0,"€ 22,068.83",0.00%
683,France,Female,38,5,"€ 1,27,616.56",1,1,0,"€ 1,23,846.07",0.00%
748,France,Male,32,5,"€ 1,54,737.88",2,1,1,"€ 1,72,638.13",40.00%
596,Spain,Male,29,2, € -   ,2,1,1,"€ 1,591.19",100.00%
642,France,Male,35,4,"€ 1,25,476.31",1,1,1,"€ 91,775.51",25.00%
499,France,Female,21,3,"€ 1,76,511.08",1,1,1,"€ 1,53,920.22",33.33%
649,Spain,Female,47,8,"€ 1,10,783.28",1,1,1,"€ 71,420.16",12.50%
739,France,Male,42,2,"€ 1,41,642.92",2,1,0,"€ 1,72,149.76",0.00%
616,France,Male,31,1, € -   ,2,1,1,"€ 54,706.75",200.00%
560,Spain,Female,33,9, € -   ,1,0,1,"€ 1,83,358.21",11.11%
427,Germany,Male,42,1,"€ 75,681.52",1,1,1,"€ 57,098.00",100.00%
435,France,Male,54,3, € -   ,1,1,0,"€ 1,56,910.46",0.00%
633,France,Male,29,7, € -   ,1,1,1,"€ 1,30,224.73",14.29%
443,France,Male,35,6,"€ 1,61,111.45",1,0,0,"€ 13,946.66",0.00%
727,France,Male,62,5, € -   ,2,0,1,"€ 38,652.96",40.00%
674,France,Female,45,6,"€ 72,494.69",1,0,1,"€ 1,40,041.78",16.67%
661,France,Female,31,3,"€ 1,33,964.30",1,1,1,"€ 1,66,187.10",33.33%
619,Spain,Male,34,1, € -   ,1,1,0,"€ 1,39,919.38",0.00%
562,France,Female,27,3, € -   ,2,1,0,"€ 28,137.03",0.00%
633,France,Male,61,3,"€ 1,57,201.48",1,0,1,"€ 50,368.63",33.33%
551,Spain,Female,48,5,"€ 95,679.29",1,0,0,"€ 94,978.10",0.00%
