Scaled score,France ,Spain,Male,Scaled age,Scaled tenure,Scaled balance,NumOfProducts,Product to tenure ratio,IsActiveMember,Scaled salary,Balance to salary ration,Engagement score,Age tenure,Exited
-1.84,0,0,0,-0.37,0.69,0.88,1,0.14,0,1.56,0.69,0,0.2,0
0.73,1,0,1,0.2,0.69,-1.23,2,0.29,1,-0.68,0,0.29,0.17,0
-1.39,0,1,0,-0.76,0.69,-1.23,1,0.14,0,-0.92,0,0,0.23,0
2.06,1,0,1,-0.56,-1.73,0.77,1,1,1,-1.15,3.7,1,0,0
1.53,0,0,0,-0.09,-0.35,0.84,1,0.25,0,0.99,0.82,0,0.11,0
-0.4,0,0,1,3.54,0.34,0.32,1,0.17,1,1.59,0.5,0.17,0.08,0
-1.14,1,0,0,0.1,-0.7,1.42,1,0.33,1,1.73,0.83,0.33,0.08,0
0.71,0,1,0,-0.56,0.69,-1.23,2,0.29,0,-1.39,0,0,0.21,0
1.51,0,1,1,-0.66,0,0.42,2,0.4,1,0.31,0.87,0.4,0.16,0
2.06,0,0,0,0.1,0.69,0.45,1,0.14,1,-1.73,139.66,0.14,0.18,0
-0.53,0,1,1,-0.37,0.34,0.97,1,0.17,0,-0.4,1.78,0,0.17,0
0.76,1,0,0,-0.85,1.38,1.06,1,0.11,1,0.13,1.32,0.11,0.3,0
-1.47,1,0,0,0.39,1.38,-1.23,1,0.11,0,0.06,0,0,0.21,0
1.27,0,1,1,-0.18,-1.04,0.43,2,1,0,1.36,0.58,0,0.05,0
-1.29,1,0,1,-1.04,-1.39,0.57,1,1,1,0.46,0.89,1,0.04,0
-1.12,1,0,0,-0.95,0.69,-1.23,2,0.29,1,1.68,0,0.29,0.24,0
-1.87,1,0,1,-0.37,-1.39,0.32,1,1,0,-1.64,16.18,0,0.03,0
1.6,0,1,1,-0.18,0,-1.23,2,0.4,0,-1.36,0,0,0.14,0
0.22,1,0,1,-0.18,0,1.23,1,0.2,1,1.09,0.94,0.2,0.14,0
1.27,1,0,1,0.58,1.03,0.33,1,0.13,1,0.24,0.85,0.13,0.18,0
-0.38,1,0,1,0.48,0.34,-1.23,2,0.33,1,0.08,0,0.33,0.14,0
0.55,1,0,0,0.1,0.34,0.3,1,0.17,1,1.39,0.53,0.17,0.15,0
-0.67,0,1,1,0.2,-0.7,-0.2,1,0.33,0,-0.28,0.76,0,0.07,0
0.27,1,0,0,-1.42,-1.73,1.15,2,2,0,1.44,0.81,0,0,0
-0.96,0,1,0,-0.76,0.69,-1.23,2,0.29,0,1.16,0,0,0.23,0
-0.17,0,0,0,-0.18,0.69,1.07,2,0.29,0,1.61,0.74,0,0.19,0
0.05,0,0,1,-0.18,1.38,0.72,1,0.11,1,1.39,0.67,0.11,0.24,0
-0.33,0,0,0,-1.04,0.34,0.36,2,0.33,0,-0.9,2.05,0,0.21,0
0.12,1,0,0,0.2,-0.35,-1.23,2,0.5,0,0.46,0,0,0.1,0
0.56,0,1,1,-0.56,0.69,-0.13,1,0.14,1,-0.61,1.05,0.14,0.21,0
-0.21,0,0,0,-1.33,0.69,0.05,1,0.14,0,-0.11,0.85,0,0.28,0
2.06,1,0,1,-0.37,-1.04,-1.23,2,1,1,-0.75,0,1,0.06,0
-0.8,1,0,0,-0.66,1.38,0.78,2,0.22,1,0.52,0.96,0.22,0.28,0
0.3,1,0,1,-1.14,-0.7,-1.23,1,0.33,0,-1.18,0,0,0.11,0
1.11,1,0,0,-0.66,-1.04,0.13,1,0.5,1,-0.43,1.12,0.5,0.06,0
-0.55,1,0,1,0.58,0.69,-1.23,2,0.29,0,1.18,0,0,0.16,0
-0.73,0,0,1,-0.37,1.72,0.96,2,0.2,1,-1.31,5.5,0.2,0.29,0
-0.3,1,0,1,1.91,0,0.69,1,0.2,1,-0.69,1.98,0.2,0.08,0
-0.13,0,0,1,2.2,-0.35,0.52,2,0.5,1,-0.45,1.46,0.5,0.06,0
-0.11,1,0,0,-1.8,-0.35,-1.23,2,0.5,1,-0.38,0,0.5,0.2,0
-0.07,0,1,1,-1.04,-1.73,-1.23,2,2,0,0.34,0,0,0,0
1.06,1,0,0,-0.76,0.34,0.48,1,0.17,0,-0.15,1.17,0,0.19,0
0.52,1,0,0,0.2,-1.04,-1.23,1,0.5,0,-0.91,0,0,0.05,0
0.59,0,1,1,-1.9,0.69,0.58,1,0.14,1,-1.66,25.07,0.14,0.37,0
-1.34,0,1,0,-1.61,1.72,-1.23,1,0.1,1,0.02,0,0.1,0.45,0
-0.15,1,0,0,-1.42,1.38,-1.23,2,0.22,1,-1.07,0,0.22,0.38,0
-1.26,1,0,0,-0.76,0,-1.23,2,0.4,0,-1.27,0,0,0.16,0
1.1,1,0,1,-1.04,-0.7,-0.02,1,0.33,1,1.73,0.38,0.33,0.11,0
1.21,0,1,0,-1.42,0,-1.23,2,0.4,1,-0.57,0,0.4,0.21,0
-1.3,0,1,1,-0.56,0,-1.23,2,0.4,0,1.06,0,0,0.15,0
1.12,0,1,1,-0.09,-1.39,-1.23,2,2,0,-1.38,0,0,0.03,0
0.91,1,0,0,-1.23,-0.7,-1.23,2,0.67,0,-0.57,0,0,0.12,0
-1.06,0,1,1,-0.18,-0.35,-1.23,1,0.25,0,0.38,0,0,0.11,0
-0.37,0,1,1,1.91,-0.35,1.27,1,0.25,1,0.18,1.41,0.25,0.07,0
2.06,0,0,1,-0.09,0.69,0.41,2,0.29,0,-0.98,2.33,0,0.18,0
-1.69,1,0,0,-0.47,-1.04,0.31,1,0.5,0,-1.58,10.57,0,0.06,0
0.83,1,0,1,-0.85,0.69,-1.23,2,0.29,1,0.75,0,0.29,0.23,0
0.78,0,1,0,-0.37,1.38,-1.23,2,0.22,1,0.01,0,0.22,0.26,0
-0.43,1,0,0,-0.37,-1.04,1.14,1,0.5,0,0.69,1.06,0,0.06,0
0.66,1,0,1,1.25,-0.35,0.39,1,0.25,1,1.51,0.54,0.25,0.08,0
0.49,0,1,1,-1.14,0.34,0.78,2,0.33,0,-1.26,4.54,0,0.22,0
-0.51,1,0,0,0.67,-0.7,0.35,1,0.33,0,0.66,0.71,0,0.07,0
1.23,0,1,1,0.2,-1.39,-0.06,1,1,0,-1.29,2.82,0,0.02,0
2.06,0,0,1,0.48,-0.7,1.02,2,0.67,1,1.5,0.75,0.67,0.07,0
-1.69,0,1,1,-0.56,1.03,1.11,1,0.13,0,-1.02,3.52,0,0.24,0
0.93,0,0,0,0.1,-1.04,0.73,2,1,1,-1.2,3.97,1,0.05,0
0.37,1,0,1,0.01,-0.35,-1.23,2,0.5,0,0.96,0,0,0.1,0
-0.4,0,1,0,-0.28,0,0.69,2,0.4,0,1.03,0.75,0,0.14,0
0.05,0,1,1,-0.18,1.03,1.4,2,0.25,0,-0.41,2.15,0,0.22,0
-0.35,1,0,1,-0.47,-1.39,-0.24,2,2,0,0.1,0.58,0,0.03,0
0.24,1,0,0,-1.14,-0.35,0.04,1,0.25,1,-0.86,1.56,0.25,0.15,0
0.63,0,1,1,-0.66,0,-1.23,2,0.4,1,0.83,0,0.4,0.16,0
-0.27,0,0,0,-1.14,0.69,0.45,1,0.14,1,1.17,0.63,0.14,0.26,0
-0.55,0,1,1,-1.23,0,-1.23,2,0.4,1,-0.09,0,0.4,0.19,0
0.33,0,1,1,0.67,-0.35,-1.23,1,0.25,1,-1.66,0,0.25,0.09,0
1.29,1,0,1,0.58,1.03,-1.23,1,0.13,0,0.53,0,0,0.18,0
0.79,1,0,0,-0.95,-1.39,1.12,1,1,1,1.28,0.85,1,0.03,0
-0.22,1,0,1,-0.76,0.34,-1.23,2,0.33,0,-0.11,0,0,0.19,0
0.35,1,0,1,0.67,-1.73,-1.23,2,2,1,-1.11,0,2,0,0
-1.05,0,0,0,-0.18,-1.39,0.87,2,2,1,0.49,1.02,2,0.03,0
-0.6,0,0,1,2.87,-1.04,1.77,2,1,1,0.1,1.77,1,0.03,0
-1.19,0,1,1,0.1,1.38,-1.23,2,0.22,1,-1.53,0,0.22,0.23,0
0.58,1,0,0,-0.28,0.34,-1.23,1,0.17,0,-0.02,0,0,0.17,0
-0.61,0,1,1,0.2,-1.73,-1.23,2,2,0,-0.59,0,0,0,0
0.54,1,0,1,0.48,0.34,0.36,1,0.17,0,0.89,0.65,0,0.14,0
0.75,0,1,0,0.58,-0.35,-1.23,2,0.5,0,-1.09,0,0,0.09,0
-2.05,0,0,1,1.25,-1.39,0.35,2,2,0,-0.14,1.07,0,0.02,0
-1.02,0,1,1,0.29,-0.35,-1.23,2,0.5,0,1.66,0,0,0.1,0
-1.77,0,0,0,-1.52,1.38,0.75,1,0.11,1,-0.09,1.3,0.11,0.39,0
1.22,1,0,1,-1.33,0.34,-1.23,2,0.33,1,-1.37,0,0.33,0.24,0
0.95,1,0,1,-0.76,-0.35,0.46,1,0.25,1,-1.4,5.34,0.25,0.13,0
0.58,0,1,1,0.48,-0.7,-1.23,2,0.67,1,0.61,0,0.67,0.07,0
0.7,0,1,1,-0.66,1.03,-1.23,2,0.25,1,-1.02,0,0.25,0.25,0
1.15,1,0,1,-0.76,0.69,0.66,1,0.14,1,1.03,0.74,0.14,0.23,0
1.26,1,0,1,-1.52,-1.04,-1.23,2,1,0,-1.42,0,0,0.09,0
-1.54,1,0,1,0.58,-1.73,-1.23,1,1,0,-0.27,0,0,0,0
-0.91,1,0,0,-0.47,0.34,-1.23,2,0.33,0,-1.11,0,0,0.18,0
0.26,1,0,0,0.2,-0.35,0.4,1,0.25,1,-0.36,1.28,0.25,0.1,0
-0.77,0,1,1,1.25,-1.04,0.39,2,1,1,-1.45,6.04,1,0.04,0
-0.22,0,1,1,-0.37,-0.35,1.57,2,0.5,1,1.01,1.1,0.5,0.11,0
-0.26,0,1,1,1.25,1.03,0.72,1,0.13,0,-0.89,2.47,0,0.15,0
-0.23,1,0,1,0.58,1.38,-1.23,2,0.22,1,-0.06,0,0.22,0.2,0
-1.86,0,0,0,-0.28,0,0.22,2,0.4,1,-0.06,0.93,0.4,0.14,0
1.66,1,0,0,0.58,0,-1.23,2,0.4,1,0.8,0,0.4,0.11,0
-1.52,1,0,1,0.29,-0.7,0.94,2,0.67,0,0.61,1,0,0.07,0
0.38,1,0,0,-1.42,-0.7,0.55,1,0.33,0,1.02,0.7,0,0.13,0
0.1,0,0,0,-0.18,-1.04,0.91,1,0.5,0,-0.5,1.86,0,0.05,0
-1.06,1,0,0,0.2,-0.35,0.1,1,0.25,1,-0.77,1.48,0.25,0.1,0
-0.43,0,0,1,-0.76,1.38,0.44,1,0.11,1,0.87,0.69,0.11,0.29,0
0.77,0,0,1,0.1,1.03,0.44,1,0.13,0,-0.66,1.68,0,0.2,0
-0.92,0,0,0,-0.76,1.38,0.65,1,0.11,1,0.15,1.08,0.11,0.29,0
-1.2,0,1,1,-0.18,-0.7,1.59,2,0.67,1,-1.58,18.99,0.67,0.08,0
0.11,1,0,0,-0.85,0.69,-1.23,2,0.29,0,-0.49,0,0,0.23,0
1.25,1,0,1,-1.14,-1.04,-1.23,2,1,1,1.73,0,1,0.07,0
-1.09,1,0,1,-1.23,0.69,-1.23,2,0.29,1,0.98,0,0.29,0.27,0
2.06,0,0,0,-0.56,-1.04,0.11,1,0.5,1,-0.44,1.11,0.5,0.06,0
-0.51,0,0,1,0.39,-0.7,1.05,2,0.67,1,0.19,1.28,0.67,0.07,0
0.64,0,0,1,-0.09,0.69,0.9,2,0.29,1,-0.71,2.25,0.29,0.18,0
-0.64,1,0,0,-0.76,1.72,0.55,1,0.1,0,0.84,0.75,0,0.32,0
-0.52,0,1,1,-0.18,1.03,1.62,1,0.13,1,-0.4,2.3,0.13,0.22,0
-0.09,0,0,1,0.2,-0.35,1.3,1,0.25,0,-0.57,2.34,0,0.1,0
-0.83,0,0,0,1.72,0,0.16,1,0.2,1,0.06,0.84,0.2,0.09,0
1.51,1,0,1,-0.85,-1.04,0.97,2,1,0,-0.65,2.18,0,0.07,0
-0.09,0,1,0,-0.28,0.34,-1.23,2,0.33,1,-0.04,0,0.33,0.17,0
0.05,1,0,1,-1.04,1.72,-1.23,2,0.2,1,0.46,0,0.2,0.36,0
-0.35,1,0,0,-0.47,-1.73,0.88,2,2,0,1.45,0.72,0,0,0
1.15,0,0,1,-1.04,-0.7,0.78,2,0.67,1,0.1,1.18,0.67,0.11,0
0.54,0,0,1,-0.37,0,1.03,2,0.4,0,1.18,0.84,0,0.14,0
-1.49,1,0,1,0.2,-0.7,-0.28,2,0.67,1,0.67,0.42,0.67,0.07,0
-0.6,1,0,1,-0.76,1.38,-1.23,2,0.22,1,-1.38,0,0.22,0.29,0
-0.03,1,0,1,-1.52,1.38,1.47,1,0.11,0,0.6,1.25,0,0.39,0
-1.95,0,0,1,-0.47,-1.39,0.29,2,2,0,0.67,0.68,0,0.03,0
-0.56,0,1,1,-0.28,-1.04,-1.23,2,1,1,0.44,0,1,0.06,0
-1.62,1,0,1,0.1,0.69,-1.23,2,0.29,1,1.01,0,0.29,0.18,0
-0.24,1,0,1,3.25,-1.73,1.12,1,1,1,-0.98,3.35,1,0,0
2.06,0,1,1,-0.18,-1.04,-1.23,2,1,0,0.35,0,0,0.05,0
-0.19,1,0,0,0.96,0,1.47,1,0.2,0,0.7,1.2,0,0.1,0
-1.66,1,0,1,-0.56,-1.39,-1.23,2,2,1,-0.34,0,2,0.03,0
0.67,1,0,1,0.1,0.69,-1.23,1,0.14,1,0.72,0,0.14,0.18,0
0.29,1,0,1,0.87,1.03,-1.23,2,0.25,0,-1.33,0,0,0.17,0
-1.92,0,1,0,-0.56,0.34,-1.23,2,0.33,1,-0.08,0,0.33,0.18,0
0.88,0,1,1,-0.66,0.69,-1.23,1,0.14,1,-0.37,0,0.14,0.22,0
-1.55,0,0,0,-0.47,0.69,0.27,1,0.14,1,1.73,0.47,0.14,0.21,0
-1.2,1,0,0,-0.95,0,-1.23,2,0.4,1,-0.82,0,0.4,0.17,0
1.12,1,0,0,-0.56,-1.04,-1.23,2,1,0,-0.76,0,0,0.06,0
1.74,1,0,1,-0.37,-1.39,-1.23,2,2,1,-1.68,0,2,0.03,0
-1.22,0,0,1,0.39,-0.35,0.06,2,0.5,1,-1.52,6.42,0.5,0.09,0
-0.19,0,0,0,-0.37,-1.04,1.19,2,1,0,-0.62,2.33,0,0.06,0
0.38,1,0,0,-0.47,1.38,0.79,1,0.11,0,1.72,0.63,0,0.26,0
0.17,0,0,0,-0.56,-0.35,0.81,2,0.5,0,-0.54,1.84,0,0.12,0
0.5,0,1,0,-1.33,1.03,-1.23,2,0.25,1,-0.83,0,0.25,0.32,0
-1.59,0,1,1,-0.18,1.03,0.84,2,0.25,1,1.11,0.79,0.25,0.22,0
1.34,0,1,0,-0.56,0.34,1.11,1,0.17,1,0.95,0.94,0.17,0.18,0
0.02,1,0,0,-0.18,-0.35,-1.23,2,0.5,0,0.75,0,0,0.11,0
-1.68,1,0,0,-0.76,1.03,0.34,1,0.13,0,0.42,0.79,0,0.26,0
-0.81,1,0,1,-1.42,-1.39,-1.23,2,2,1,0.89,0,2,0.04,0
1.08,1,0,0,-0.09,-1.39,-1.23,2,2,0,-1.38,0,0,0.03,0
1.33,0,0,0,-1.42,1.72,0.73,2,0.2,0,-0.98,2.8,0,0.42,0
0.44,0,1,0,0.67,-0.7,1.21,1,0.33,0,1.4,0.84,0,0.07,0
-1.25,0,1,0,-1.61,0.69,-1.23,2,0.29,0,0.07,0,0,0.32,0
0.91,0,1,0,-0.56,-0.7,0.73,2,0.67,1,-1.26,4.38,0.67,0.09,0
0.41,0,0,1,-0.76,-1.04,0.97,2,1,0,-0.78,2.48,0,0.06,0
-0.41,1,0,0,-0.85,1.38,0.19,1,0.11,0,1.67,0.45,0,0.3,0
-0.08,0,1,1,-0.47,0.34,-1.23,2,0.33,1,0.28,0,0.33,0.18,0
0.79,0,1,0,-0.76,1.72,0.33,2,0.2,0,-0.41,1.27,0,0.32,0
-1.47,1,0,0,2.39,-1.04,-1.23,1,0.5,1,-1.63,0,0.5,0.03,0
-1.04,1,0,1,-0.76,0,1.05,2,0.4,1,0.38,1.16,0.4,0.16,0
1.07,0,0,0,0.01,-0.7,1.35,1,0.33,1,-1.32,6.66,0.33,0.08,0
1.12,1,0,1,-1.23,-0.35,-1.23,2,0.5,0,0.61,0,0,0.15,0
1.48,0,1,1,-0.56,1.03,-1.23,2,0.25,0,-0.15,0,0,0.24,0
-1.05,1,0,1,-0.95,-0.7,-1.23,2,0.67,0,0.8,0,0,0.1,0
0.21,1,0,1,-0.76,-1.73,0.64,1,1,0,1.25,0.68,0,0,0
-0.19,1,0,0,-1.71,-1.39,-1.23,2,2,0,-0.28,0,0,0.05,0
-0.74,1,0,1,-0.09,1.03,-1.23,2,0.25,0,-0.14,0,0,0.21,0
1.01,1,0,1,-0.47,0,0.12,1,0.2,1,0.64,0.61,0.2,0.15,0
-1.68,0,0,0,-1.04,0.69,1.01,2,0.29,0,0.12,1.3,0,0.25,0
0.62,0,0,1,1.82,0.69,1.5,2,0.29,1,-1.56,16.21,0.29,0.12,0
1.27,1,0,1,2.39,-1.04,1.11,1,0.5,1,1.5,0.78,0.5,0.03,0
0.07,0,1,1,3.44,0.69,0.8,1,0.14,1,-0.15,1.38,0.14,0.09,0
-0.74,1,0,0,-1.23,1.72,1.38,1,0.1,1,-1.42,8.8,0.1,0.38,0
-1.12,1,0,1,-0.95,1.38,-1.23,1,0.11,0,-1.6,0,0,0.31,0
0.6,1,0,0,-0.66,-1.04,0.18,1,0.5,0,0.67,0.63,0,0.06,0
-0.35,0,1,1,2.11,-0.7,0.6,1,0.33,1,-1.08,2.99,0.33,0.05,0
1.23,1,0,0,3.25,-1.39,-1.23,1,1,1,-1.22,0,1,0.01,0
-0.44,0,0,1,-1.23,-1.39,0.48,1,1,1,-1.62,15.1,1,0.04,0
-1.53,0,1,1,-0.76,-0.35,-1.23,2,0.5,1,-1.36,0,0.5,0.13,0
-0.44,0,0,0,-0.09,1.03,0.44,2,0.25,1,0.64,0.76,0.25,0.21,0
2.06,0,0,0,0.1,-0.35,0.34,2,0.5,0,0.11,0.92,0,0.1,0
-0.62,0,0,0,-0.47,-0.35,1.19,1,0.25,1,-0.48,2.08,0.25,0.12,0
-0.74,0,1,1,-0.18,-0.35,-1.23,2,0.5,1,-1.18,0,0.5,0.11,0
-0.83,1,0,1,0.01,1.72,0.85,2,0.2,0,-0.34,1.61,0,0.26,0
0.6,1,0,0,-0.18,1.38,-1.23,2,0.22,0,-1.45,0,0,0.24,0
-0.41,1,0,1,1.34,-0.7,0.11,1,0.33,0,-1.72,67.64,0,0.06,0
0.5,0,0,1,-0.28,0.34,1.13,1,0.17,1,-1.15,4.37,0.17,0.17,0
0.55,1,0,1,-0.28,-0.7,0.61,1,0.33,1,-0.58,1.71,0.33,0.08,0
0.66,0,0,1,0.01,-0.7,1.18,2,0.67,0,-0.63,2.35,0,0.08,0
-0.72,0,1,0,0.39,-0.35,1.5,1,0.25,1,0,1.7,0.25,0.09,0
-0.61,1,0,1,-1.14,-0.7,-1.23,2,0.67,1,-1.4,0,0.67,0.11,0
-1.03,1,0,1,0.39,0.69,-1.23,2,0.29,0,1.36,0,0,0.16,0
0.4,0,0,0,-1.04,-1.04,-0.19,2,1,0,-0.37,0.82,0,0.07,0
-0.48,1,0,0,1.63,-1.73,-0.22,1,1,1,0.43,0.5,1,0,0
-1.41,1,0,0,0.2,0.69,-1.23,2,0.29,1,-1.68,0,0.29,0.17,0
0.49,1,0,1,-0.95,0,0.3,1,0.2,1,0.92,0.62,0.2,0.17,0
-0.8,0,0,1,-0.76,-1.73,0.93,1,1,1,-0.52,1.91,1,0,0
-2.09,0,1,0,-0.56,1.03,-1.23,2,0.25,0,0.99,0,0,0.24,0
2.06,0,0,0,-0.76,-0.7,-0.4,1,0.33,0,-1.12,1.44,0,0.1,0
-0.4,1,0,1,0.2,0,-1.23,3,0.6,0,0.89,0,0,0.12,0
0.41,0,1,1,0.96,1.03,0.64,1,0.13,1,-0.85,2.29,0.13,0.16,0
-0.53,0,1,0,0.96,-1.04,-1.23,2,1,0,0.19,0,0,0.04,0
-1.58,1,0,1,-0.56,-1.39,1.95,1,1,0,-0.53,2.84,0,0.03,0
1.57,0,1,1,1.15,0.69,-1.23,1,0.14,1,-1.03,0,0.14,0.14,0
-0.07,1,0,1,-0.56,1.38,1.04,1,0.11,0,-0.08,1.48,0,0.27,0
0.66,1,0,1,-0.47,1.72,-1.23,2,0.2,1,-0.35,0,0.2,0.29,0
-1.33,0,1,1,-0.85,-0.7,-1.23,2,0.67,0,0.79,0,0,0.1,0
-1.54,0,0,0,0.1,0.69,0.65,1,0.14,0,1.67,0.6,0,0.18,0
0.82,0,1,0,2.2,-1.04,-1.23,2,1,1,1.09,0,1,0.03,0
-0.63,0,0,1,-0.28,0.34,0.25,2,0.33,1,1.3,0.53,0.33,0.17,0
-1.99,0,0,1,-0.37,1.38,1.13,2,0.22,1,-1.68,42.22,0.22,0.26,0
-1.01,0,1,1,0.2,0.34,1.1,1,0.17,1,-1.4,7.49,0.17,0.15,0
-1.77,1,0,1,0.77,-1.39,-1.23,1,1,0,-0.08,0,0,0.02,0
0.44,1,0,1,-0.76,-1.04,-1.23,2,1,1,0.13,0,1,0.06,0
0.58,0,1,1,0.39,1.72,-1.23,2,0.2,0,0.32,0,0,0.23,0
-0.15,0,1,1,-0.18,-1.39,0.62,1,1,0,-0.83,2.19,0,0.03,0
1.62,1,0,1,-0.56,1.72,0.41,2,0.2,0,1.36,0.57,0,0.3,0
-0.71,1,0,1,-0.76,-1.04,-1.23,2,1,1,-1.15,0,1,0.06,0
0.45,1,0,1,-0.66,-1.73,0.25,1,1,1,-0.7,1.53,1,0,0
1.31,1,0,1,0.01,1.03,-1.23,2,0.25,1,-1.42,0,0.25,0.21,0
-0.54,0,0,1,-0.66,1.38,0.76,2,0.22,0,1.72,0.62,0,0.28,0
-0.65,1,0,0,-0.47,-0.7,0.71,1,0.33,1,0.55,0.92,0.33,0.09,0
0.13,0,0,1,0.29,0,0.22,1,0.2,1,-0.36,1.14,0.2,0.12,0
1.31,1,0,1,-0.28,0.69,-1.23,1,0.14,0,0.11,0,0,0.19,0
-0.61,1,0,1,3.06,-0.35,-1.23,2,0.5,1,-1.44,0,0.5,0.06,0
2.06,1,0,1,-0.47,-1.04,-0.07,1,0.5,1,0.27,0.62,0.5,0.06,0
-1.14,1,0,1,-0.18,0.34,-1.23,2,0.33,0,0.73,0,0,0.16,0
0.24,0,1,1,-0.28,-1.04,-1.23,2,1,1,1.44,0,1,0.06,0
-1.01,1,0,1,-0.09,-0.7,0.37,1,0.33,0,1.53,0.53,0,0.08,0
-0.21,1,0,0,-1.04,-1.39,-1.23,2,2,1,0.58,0,2,0.04,0
-1.91,1,0,1,-1.23,-0.7,1.29,1,0.33,1,0.65,1.14,0.33,0.12,0
-0.39,1,0,1,0.77,0.34,1.11,1,0.17,1,-0.4,1.89,0.17,0.13,0
-0.96,1,0,1,-1.14,-1.39,1.21,1,1,0,1.45,0.83,0,0.04,0
1.29,0,0,0,-0.56,-1.39,0.68,2,2,1,-1.28,4.51,2,0.03,0
0.49,0,0,1,1.25,1.03,0.33,1,0.13,1,0.93,0.63,0.13,0.15,0
-0.44,0,0,1,-0.56,-1.39,0.42,2,2,0,-0.51,1.45,0,0.03,0
0.2,0,1,0,-1.8,-0.35,-1.23,2,0.5,0,0.34,0,0,0.2,0
-0.62,0,1,1,0.01,1.03,-1.23,2,0.25,0,-1,0,0,0.21,0
0.28,1,0,0,0.67,-1.39,-1.23,2,2,0,-0.31,0,0,0.02,0
-0.63,1,0,1,0.77,-0.7,-1.23,2,0.67,0,1.25,0,0,0.06,0
0.56,1,0,0,0.87,-1.73,-1.23,2,2,0,0.86,0,0,0,0
-0.44,1,0,1,0.29,1.72,1.4,1,0.1,0,-1.06,4.21,0,0.24,0
0.33,1,0,0,-0.18,1.03,1.16,1,0.13,0,-1.13,4.22,0,0.22,0
-0.56,0,0,1,-0.66,-0.7,0.32,2,0.67,0,-1.01,2.31,0,0.09,0
-0.75,0,0,1,-0.18,-1.39,0.95,1,1,0,1.73,0.68,0,0.03,0
1.28,0,0,1,-0.28,1.38,0.87,1,0.11,0,0.91,0.86,0,0.25,0
0.64,1,0,0,-1.14,-1.04,0.91,1,0.5,0,0.46,1.05,0,0.07,0
-0.68,0,0,0,-1.04,1.38,0.94,2,0.22,1,-1.04,3.35,0.22,0.32,0
0.16,1,0,0,-0.66,1.72,0.58,2,0.2,1,-1.14,3.28,0.2,0.31,0
0.59,0,1,0,-0.37,1.03,0.74,1,0.13,0,1.72,0.62,0,0.23,0
-2.13,1,0,1,-0.18,-0.7,-1.23,2,0.67,1,1.39,0,0.67,0.08,0
0.41,0,0,1,0.48,1.38,0.38,2,0.22,0,-1.13,2.84,0,0.2,0
2.06,1,0,1,-0.18,0.34,-1.23,2,0.33,0,0.16,0,0,0.16,0
-1.17,0,1,0,-0.56,0.69,0.96,1,0.14,0,-0.65,2.17,0,0.21,0
0.2,1,0,0,0.58,0,-0.46,1,0.2,1,-0.8,0.88,0.2,0.11,0
0.02,0,1,0,-0.28,-1.39,-1.23,2,2,1,-1.4,0,2,0.03,0
0.47,0,1,1,-1.42,1.38,-1.23,1,0.11,0,-1.55,0,0,0.38,0
-0.09,0,1,0,-0.56,1.38,-1.23,2,0.22,1,0.88,0,0.22,0.27,0
-0.48,0,1,0,-0.47,-0.7,-1.23,2,0.67,0,-1.07,0,0,0.09,0
-0.5,1,0,0,3.15,-0.7,-1.23,2,0.67,1,1.24,0,0.67,0.04,0
-1.65,0,0,1,-1.23,-0.35,0.41,1,0.25,1,0.8,0.7,0.25,0.15,0
2.06,1,0,1,-0.76,-0.35,-1.23,2,0.5,0,0.91,0,0,0.13,0
-1.34,1,0,1,-1.61,0,-1.23,2,0.4,1,0,0,0.4,0.23,0
0.78,1,0,1,-0.18,-1.04,0.89,2,1,0,-1.14,3.8,0,0.05,0
2.06,0,0,0,-0.37,0.69,0.61,1,0.14,1,0.51,0.88,0.14,0.2,0
-0.14,1,0,0,0.2,1.38,-1.23,2,0.22,0,0.79,0,0,0.22,0
0.41,0,1,1,-0.66,-1.04,-0.01,1,0.5,1,0.9,0.5,0.5,0.06,0
0.4,1,0,1,0.1,1.03,1.34,1,0.13,0,-0.88,3.23,0,0.2,0
-0.99,1,0,0,-1.14,1.03,0.41,1,0.13,1,0.29,0.87,0.13,0.3,0
-0.91,0,1,1,-1.42,0.69,-1.23,2,0.29,0,-1.46,0,0,0.29,0
-1.62,1,0,0,-0.56,-1.39,0.98,1,1,1,-0.17,1.53,1,0.03,0
-1.21,1,0,1,-1.14,1.38,-1.23,2,0.22,0,1.07,0,0,0.33,0
0.47,0,0,1,0.29,0.69,1.38,1,0.14,0,0.36,1.34,0,0.17,0
-0.52,1,0,1,-0.47,-1.73,-1.23,2,2,1,-1.68,0,2,0,0
1.62,1,0,0,-0.47,-1.39,-1.23,1,1,0,0.25,0,0,0.03,0
-0.63,1,0,1,-1.42,0.69,0.8,1,0.14,0,-0.72,2.15,0,0.29,0
-0.38,1,0,0,0.2,-0.7,0.75,1,0.33,1,1.38,0.69,0.33,0.07,0
1.19,0,0,0,0.58,0.34,0.34,1,0.17,0,0.47,0.77,0,0.13,0
-0.97,0,1,1,0.29,-0.35,-1.23,2,0.5,1,-0.23,0,0.5,0.1,0
-0.03,1,0,0,-0.09,-1.04,-1.23,2,1,1,-1.57,0,1,0.05,0
0.78,0,0,0,-0.56,0.69,0.36,2,0.29,1,-0.77,1.77,0.29,0.21,0
1.27,1,0,1,-0.56,1.38,-1.23,2,0.22,1,-1.72,0,0.22,0.27,0
